Date,state,PMDI
202203,MO,1.82
202204,MO,2.01
202205,MO,2.27
202206,MO,0.48
202207,MO,0.27
202208,MO,0.12
202209,MO,-1.28
202210,MO,-1.43
202211,MO,-1.47
202212,MO,-1.55
202301,MO,-0.67
202302,MO,0.48
202303,MO,1.22
202304,MO,-0.82
202305,MO,-1.54
202306,MO,-2.3
202307,MO,-1.91
202308,MO,-0.03
202309,MO,-1.5
202310,MO,-1.83
202311,MO,-2.68
202312,MO,-2.92
200101,MT,-4.16
200102,MT,-4.62
200103,MT,-5.61
200104,MT,-5.48
200105,MT,-6.36
200106,MT,-5.36
200107,MT,-4.83
200108,MT,-5.85
200109,MT,-6.01
200110,MT,-5.31
200111,MT,-5.71
200112,MT,-5.96
200201,MT,-6.09
200202,MT,-6.28
200203,MT,-6.42
200204,MT,-6.09
200205,MT,-5.58
200206,MT,-4.71
200207,MT,-4.76
200208,MT,-3.7
200209,MT,-3.58
200210,MT,-3.17
200211,MT,-3.67
200212,MT,-3.92
200301,MT,-3.92
200302,MT,-3.83
200303,MT,-2.87
200304,MT,-2.2
200305,MT,-1.7
200306,MT,-2
200307,MT,-2.86
200308,MT,-3.63
200309,MT,-3.7
200310,MT,-3.58
200311,MT,-3.45
200312,MT,-3.3
200401,MT,-3.31
200402,MT,-3.58
200403,MT,-4.71
200404,MT,-5.23
200405,MT,-4.02
200406,MT,-4.46
200407,MT,-4.52
200408,MT,-3.55
200409,MT,-3.11
200410,MT,-2.28
200411,MT,-3.24
200412,MT,-3.42
200501,MT,-3.85
200502,MT,-4.63
200503,MT,-5.21
200504,MT,-4.99
200505,MT,-4.06
200506,MT,-1.26
200507,MT,-1.83
200508,MT,-1.75
200509,MT,-1.81
200510,MT,-0.66
200511,MT,0.09
200512,MT,0.26
200601,MT,0.56
200602,MT,0.61
200603,MT,1
200604,MT,1.53
200605,MT,0.11
200606,MT,-0.86
200607,MT,-1.79
200608,MT,-2.51
200609,MT,-1.84
200610,MT,0
200611,MT,0.96
200612,MT,0.39
200701,MT,-0.53
200702,MT,-0.18
200703,MT,-1.36
200704,MT,-1
200705,MT,1.05
200706,MT,-0.43
200707,MT,-0.95
200708,MT,-1.75
200709,MT,-1.75
200710,MT,-1.11
200711,MT,-1.62
200712,MT,-1.78
200801,MT,-1.99
200802,MT,-2.14
200803,MT,-2.56
200804,MT,-2.63
200805,MT,0.18
200806,MT,0.8
200807,MT,1.03
200808,MT,0.74
200809,MT,0.99
200810,MT,0.94
200811,MT,0.68
200812,MT,0.93
200901,MT,0.87
200902,MT,0.59
200903,MT,0.97
200904,MT,1.36
200905,MT,-0.46
200906,MT,-0.82
200907,MT,-0.41
200908,MT,0.72
200909,MT,-0.88
200910,MT,1.17
200911,MT,-0.54
200912,MT,-0.62
201001,MT,-0.75
201002,MT,-1.16
201003,MT,-2.01
201004,MT,-1.49
201005,MT,1.39
201006,MT,1.92
201007,MT,2.23
201008,MT,3.04
201009,MT,3.23
201010,MT,1.95
201011,MT,2.95
201012,MT,3.22
201101,MT,3.69
201102,MT,4.19
201103,MT,4.62
201104,MT,5.2
201105,MT,7.14
201106,MT,6.97
201107,MT,6.63
201108,MT,5.44
201109,MT,2.97
201110,MT,3.37
201111,MT,2.69
201112,MT,1.45
201201,MT,0.65
201202,MT,-0.11
201203,MT,-1.39
201204,MT,-1.57
201205,MT,-1.34
201206,MT,-1.93
201207,MT,-2.25
201208,MT,-3.03
201209,MT,-3.98
201210,MT,-2.33
201211,MT,-1.78
201212,MT,-1.57
201301,MT,-1.9
201302,MT,-2.72
201303,MT,-3
201304,MT,-2.33
201305,MT,0.4
201306,MT,1.05
201307,MT,1.4
201308,MT,1.24
201309,MT,1.73
201310,MT,1.69
201311,MT,0.92
201312,MT,0.92
201401,MT,0.45
201402,MT,1.39
201403,MT,2.36
201404,MT,2.18
201405,MT,1.29
201406,MT,1.91
201407,MT,0.97
201408,MT,2.86
201409,MT,2.15
201410,MT,0.79
201411,MT,1.9
201412,MT,1.91
201501,MT,1.73
201502,MT,1.54
201503,MT,-0.19
201504,MT,-1.07
201505,MT,-0.66
201506,MT,-1.74
201507,MT,-1.72
201508,MT,-2.07
201509,MT,-2.21
201510,MT,-2.19
201511,MT,-1.97
201512,MT,-1.51
201601,MT,-1.98
201602,MT,-2.31
201603,MT,-2.86
201604,MT,-2.48
201605,MT,-1.26
201606,MT,-2.66
201607,MT,-2.1
201608,MT,-2.41
201609,MT,-0.58
201610,MT,2.2
201611,MT,0.35
201612,MT,0.74
201701,MT,0.21
201702,MT,1.36
201703,MT,2.01
201704,MT,2.25
201705,MT,0.59
201706,MT,-1.31
201707,MT,-2.5
201708,MT,-3.58
201709,MT,-2.65
201710,MT,-2.47
201711,MT,-1.73
201712,MT,-0.99
201801,MT,-1.26
201802,MT,0.4
201803,MT,1.28
201804,MT,1.94
201805,MT,1.66
201806,MT,2.06
201807,MT,1.44
201808,MT,0.45
201809,MT,-0.28
201810,MT,0.04
201811,MT,0.28
201812,MT,-0.34
201901,MT,-0.7
201902,MT,0.52
201903,MT,-0.35
201904,MT,0.64
201905,MT,1.04
201906,MT,0.71
201907,MT,1.5
201908,MT,1.71
201909,MT,3.13
201910,MT,3.55
201911,MT,3.52
201912,MT,3.26
202001,MT,3.3
202002,MT,3.61
202003,MT,3.56
202004,MT,3.22
202005,MT,3.05
202006,MT,3.15
202007,MT,2.96
202008,MT,1.1
202009,MT,-0.36
202010,MT,1.44
202011,MT,1.29
202012,MT,0.27
202101,MT,-0.82
202102,MT,-0.68
202103,MT,-1.63
202104,MT,-2
202105,MT,-1.46
202106,MT,-3.17
202107,MT,-4.5
202108,MT,-4.18
202109,MT,-4.88
202110,MT,-4.39
202111,MT,-4.66
202112,MT,-4.33
202201,MT,-4.6
202202,MT,-4.87
202203,MT,-5.52
202204,MT,-4.28
202205,MT,-3.52
202206,MT,-3.03
202207,MT,-2.27
202208,MT,-3.15
202209,MT,-3.71
202210,MT,-3.22
202211,MT,-2.87
202212,MT,-2.43
202301,MT,-2.93
202302,MT,-2.96
202303,MT,-2.95
202304,MT,-2.85
202305,MT,-2.71
202306,MT,-1.21
202307,MT,-1.8
202308,MT,-1.5
202309,MT,-1.32
202310,MT,-0.25
202311,MT,-1.08
202312,MT,-1.99
200101,NE,0.09
200102,NE,0.77
200103,NE,0.03
200104,NE,1.31
200105,NE,1.68
200106,NE,-0.16
200107,NE,1.14
200108,NE,0.52
200109,NE,1.23
200110,NE,0.74
200111,NE,1.11
200112,NE,-0.22
200201,NE,-0.64
200202,NE,-0.93
200203,NE,-1.17
200204,NE,-1.7
200205,NE,-2.09
200206,NE,-3.53
200207,NE,-4.87
200208,NE,-4.18
200209,NE,-4.53
200210,NE,-1.72
200211,NE,-2.47
200212,NE,-3.21
200301,NE,-3.32
200302,NE,-3.12
200303,NE,-3.29
200304,NE,-2.47
200305,NE,-2.49
200306,NE,-1.39
200307,NE,-2.69
200308,NE,-3.52
200309,NE,-3.06
200310,NE,-3.42
200311,NE,-2.96
200312,NE,-3.06
200401,NE,-2.89
200402,NE,-2.66
200403,NE,-2.62
200404,NE,-2.94
200405,NE,-3.08
200406,NE,-3.16
200407,NE,-1.8
200408,NE,-2.78
200409,NE,-1.17
200410,NE,-1.28
200411,NE,-0.38
200412,NE,-1.23
200501,NE,-1.13
200502,NE,-1.03
200503,NE,-1.28
200504,NE,-0.27
200505,NE,-0.21
200506,NE,1.03
200507,NE,-0.29
200508,NE,0.53
200509,NE,-0.79
200510,NE,-0.63
200511,NE,-0.68
200512,NE,-0.87
200601,NE,-1.27
200602,NE,-1.6
200603,NE,-0.97
200604,NE,-1.62
200605,NE,-2.97
200606,NE,-3.43
200607,NE,-4.28
200608,NE,-3.1
200609,NE,-0.9
200610,NE,-0.55
200611,NE,-1.41
200612,NE,0.98
200701,NE,1.01
200702,NE,1.42
200703,NE,1.28
200704,NE,2.17
200705,NE,2.82
200706,NE,1.9
200707,NE,1.81
200708,NE,2.92
200709,NE,2.26
200710,NE,3.34
200711,NE,1.78
200712,NE,2.97
200801,NE,2.21
200802,NE,1.7
200803,NE,0.72
200804,NE,1.92
200805,NE,3.41
200806,NE,3.56
200807,NE,3.85
200808,NE,3.7
200809,NE,3.86
200810,NE,5.67
200811,NE,5.3
200812,NE,5.05
200901,NE,4.8
200902,NE,4.77
200903,NE,4.27
200904,NE,4.69
200905,NE,3.41
200906,NE,4.64
200907,NE,4.94
200908,NE,5.77
200909,NE,5.24
200910,NE,6.8
200911,NE,5.68
200912,NE,6.19
201001,NE,5.85
201002,NE,5.81
201003,NE,5.79
201004,NE,5.83
201005,NE,5.47
201006,NE,6.92
201007,NE,7.39
201008,NE,7.37
201009,NE,6.81
201010,NE,5.61
201011,NE,4.91
201012,NE,4.15
201101,NE,4.57
201102,NE,4.31
201103,NE,3.42
201104,NE,3.82
201105,NE,4.79
201106,NE,4.68
201107,NE,5.1
201108,NE,5.52
201109,NE,4.02
201110,NE,4.42
201111,NE,3.44
201112,NE,3.14
201201,NE,2.19
201202,NE,3.17
201203,NE,-0.04
201204,NE,-0.05
201205,NE,-2.01
201206,NE,-3.28
201207,NE,-4.77
201208,NE,-5.7
201209,NE,-6.33
201210,NE,-5.95
201211,NE,-6.06
201212,NE,-5.57
201301,NE,-5.41
201302,NE,-4.98
201303,NE,-5.06
201304,NE,-3.84
201305,NE,-2.26
201306,NE,-3.26
201307,NE,-3.71
201308,NE,-3.2
201309,NE,-3.13
201310,NE,-0.42
201311,NE,-0.18
201312,NE,-0.55
201401,NE,-0.91
201402,NE,-0.72
201403,NE,-1.6
201404,NE,-1.83
201405,NE,-2.3
201406,NE,1.66
201407,NE,0.9
201408,NE,2.6
201409,NE,2.76
201410,NE,2.53
201411,NE,1.86
201412,NE,2.44
201501,NE,1.77
201502,NE,1.85
201503,NE,-0.63
201504,NE,-0.59
201505,NE,2.05
201506,NE,2.51
201507,NE,3.09
201508,NE,3.5
201509,NE,3.44
201510,NE,3.18
201511,NE,3.64
201512,NE,4.34
201601,NE,4.07
201602,NE,3.99
201603,NE,3.18
201604,NE,5
201605,NE,5.36
201606,NE,3.11
201607,NE,3.77
201608,NE,3.68
201609,NE,3.31
201610,NE,2.38
201611,NE,1.35
201612,NE,1.41
201701,NE,1.97
201702,NE,1.59
201703,NE,0.87
201704,NE,0.86
201705,NE,2.11
201706,NE,-0.61
201707,NE,-1.16
201708,NE,1.23
201709,NE,1.63
201710,NE,2.72
201711,NE,1.43
201712,NE,0.93
201801,NE,1.21
201802,NE,1.21
201803,NE,0.58
201804,NE,0.57
201805,NE,1.06
201806,NE,1.98
201807,NE,3.09
201808,NE,3.23
201809,NE,3.37
201810,NE,4.12
201811,NE,4.05
201812,NE,5.12
201901,NE,4.73
201902,NE,4.76
201903,NE,5.92
201904,NE,5.39
201905,NE,7.05
201906,NE,6.59
201907,NE,7.14
201908,NE,8.51
201909,NE,8.1
201910,NE,7.91
201911,NE,7.52
201912,NE,7.58
202001,NE,7.23
202002,NE,6.63
202003,NE,6.58
202004,NE,5.19
202005,NE,5.7
202006,NE,3.74
202007,NE,4.86
202008,NE,2.54
202009,NE,0.85
202010,NE,0.11
202011,NE,-0.72
202012,NE,-0.9
202101,NE,-0.84
202102,NE,-1.02
202103,NE,1.14
202104,NE,0.51
202105,NE,0.67
202106,NE,-0.92
202107,NE,-1.1
202108,NE,-0.98
202109,NE,-1.2
202110,NE,-0.12
202111,NE,-1.39
202112,NE,-1.67
202201,NE,-1.88
202202,NE,-2.31
202203,NE,-2.86
202204,NE,-3.16
202205,NE,-3.14
202206,NE,-4.2
202207,NE,-4.39
202208,NE,-5.47
202209,NE,-5.8
202210,NE,-5.88
202211,NE,-5.75
202212,NE,-4.81
202301,NE,-2.63
202302,NE,-2.36
202303,NE,-3.01
202304,NE,-4.26
202305,NE,-3.92
202306,NE,-3.92
202307,NE,-2.64
202308,NE,-2.6
202309,NE,-2.68
202310,NE,-0.85
202311,NE,-1.27
202312,NE,-0.44
200101,NV,-2.24
200102,NV,-1.88
200103,NV,-2.27
200104,NV,-1.38
200105,NV,-2.79
200106,NV,-3.7
200107,NV,-3.69
200108,NV,-4.03
200109,NV,-4.15
200110,NV,-4.39
200111,NV,-3.69
200112,NV,-2.54
200201,NV,-2.76
200202,NV,-3.17
200203,NV,-3.25
200204,NV,-3.21
200205,NV,-3.75
200206,NV,-4.34
200207,NV,-4.83
200208,NV,-5.22
200209,NV,-4.89
200210,NV,-4.72
200211,NV,-4.33
200212,NV,-4.15
200301,NV,-4.8
200302,NV,-4.52
200303,NV,-4.67
200304,NV,-2.6
200305,NV,-2.71
200306,NV,-4.23
200307,NV,-4.65
200308,NV,-3.38
200309,NV,-3.88
200310,NV,-4.41
200311,NV,-3.49
200312,NV,-1.76
200401,NV,-2.13
200402,NV,-0.36
200403,NV,-2.38
200404,NV,-2.61
200405,NV,-2.96
200406,NV,-3.24
200407,NV,-3.32
200408,NV,-2.67
200409,NV,-2.66
200410,NV,1.26
200411,NV,1.97
200412,NV,2.15
200501,NV,3.25
200502,NV,3.68
200503,NV,3.72
200504,NV,3.93
200505,NV,5.05
200506,NV,5.71
200507,NV,6.35
200508,NV,5.77
200509,NV,4.78
200510,NV,4.33
200511,NV,3.02
200512,NV,3.83
200601,NV,3.85
200602,NV,3.14
200603,NV,3.84
200604,NV,4.19
200605,NV,3.62
200606,NV,3.07
200607,NV,2.52
200608,NV,0.54
200609,NV,-0.6
200610,NV,-0.37
200611,NV,-1.15
200612,NV,-1.53
200701,NV,-2.16
200702,NV,-2.32
200703,NV,-3.17
200704,NV,-3.43
200705,NV,-4.64
200706,NV,-5.51
200707,NV,-6.08
200708,NV,-5.85
200709,NV,-4.52
200710,NV,-4.22
200711,NV,-4.84
200712,NV,-3.75
200801,NV,-2.54
200802,NV,-1.93
200803,NV,-2.77
200804,NV,-3.35
200805,NV,-3.15
200806,NV,-3.43
200807,NV,-3.68
200808,NV,-4.07
200809,NV,-4.26
200810,NV,-4.28
200811,NV,-4.03
200812,NV,-3.45
200901,NV,-3.52
200902,NV,-3.14
200903,NV,-3.27
200904,NV,-2.59
200905,NV,-3.26
200906,NV,-1.67
200907,NV,-2.33
200908,NV,-2.75
200909,NV,-3.14
200910,NV,-2.46
200911,NV,-3.2
200912,NV,-2.58
201001,NV,-1.66
201002,NV,-1.49
201003,NV,-1.51
201004,NV,-0.22
201005,NV,1.06
201006,NV,0.5
201007,NV,-0.02
201008,NV,-0.8
201009,NV,-1.41
201010,NV,1.33
201011,NV,1.52
201012,NV,2.89
201101,NV,1.79
201102,NV,1.9
201103,NV,2.5
201104,NV,2.75
201105,NV,3.53
201106,NV,4
201107,NV,4.5
201108,NV,3.52
201109,NV,2.72
201110,NV,2.54
201111,NV,1.28
201112,NV,-0.76
201201,NV,-1.72
201202,NV,-2.26
201203,NV,-2.52
201204,NV,-2.86
201205,NV,-4.12
201206,NV,-5.23
201207,NV,-5.28
201208,NV,-4.51
201209,NV,-4.41
201210,NV,-4.18
201211,NV,-4.44
201212,NV,-2.56
201301,NV,-2.79
201302,NV,-3.44
201303,NV,-4.08
201304,NV,-4.41
201305,NV,-4.77
201306,NV,-5.55
201307,NV,-5.59
201308,NV,-5.36
201309,NV,-2.81
201310,NV,-2.51
201311,NV,-2.83
201312,NV,-3.25
201401,NV,-4.12
201402,NV,-4.1
201403,NV,-4.2
201404,NV,-4.29
201405,NV,-4.89
201406,NV,-5.86
201407,NV,-5.98
201408,NV,-3.6
201409,NV,-1.87
201410,NV,-3.26
201411,NV,-3.56
201412,NV,-3.03
201501,NV,-4.03
201502,NV,-4.72
201503,NV,-5.75
201504,NV,-5.97
201505,NV,-5.03
201506,NV,-6.12
201507,NV,-5.63
201508,NV,-5.53
201509,NV,-5.41
201510,NV,-3.15
201511,NV,-1.73
201512,NV,-0.65
201601,NV,1.05
201602,NV,0.27
201603,NV,-0.17
201604,NV,0.56
201605,NV,0.84
201606,NV,0.36
201607,NV,-0.65
201608,NV,-1.18
201609,NV,-0.98
201610,NV,-0.01
201611,NV,-0.93
201612,NV,0.58
201701,NV,2.4
201702,NV,2.78
201703,NV,2.25
201704,NV,2.43
201705,NV,2.16
201706,NV,2.22
201707,NV,1.98
201708,NV,1.36
201709,NV,1.95
201710,NV,0.31
201711,NV,-0.79
201712,NV,-1.77
201801,NV,-2.3
201802,NV,-2.85
201803,NV,-2.16
201804,NV,-2.58
201805,NV,-2.71
201806,NV,-3.82
201807,NV,-4.19
201808,NV,-4.56
201809,NV,-4.88
201810,NV,-3.62
201811,NV,-3.49
201812,NV,-3.25
201901,NV,-2.65
201902,NV,0.36
201903,NV,2.22
201904,NV,2.22
201905,NV,3.92
201906,NV,4.45
201907,NV,4.8
201908,NV,3.5
201909,NV,3.69
201910,NV,2.38
201911,NV,1.71
201912,NV,2.1
202001,NV,0.88
202002,NV,-0.72
202003,NV,-0.79
202004,NV,-1.4
202005,NV,-2.17
202006,NV,-2.64
202007,NV,-3.39
202008,NV,-4
202009,NV,-4.38
202010,NV,-4.83
202011,NV,-4.64
202012,NV,-4.61
202101,NV,-4.45
202102,NV,-4.38
202103,NV,-4.2
202104,NV,-4.45
202105,NV,-4.91
202106,NV,-5.88
202107,NV,-5.96
202108,NV,-6.11
202109,NV,-6
202110,NV,-2.7
202111,NV,-4.41
202112,NV,-2.02
202201,NV,-3.35
202202,NV,-4.19
202203,NV,-4.52
202204,NV,-4.62
202205,NV,-5.11
202206,NV,-5.87
202207,NV,-6.19
202208,NV,-4.07
202209,NV,-3.28
202210,NV,-4.02
202211,NV,-2.93
202212,NV,-0.4
202301,NV,2.52
202302,NV,2.81
202303,NV,4.26
202304,NV,3.11
202305,NV,3.85
202306,NV,4.35
202307,NV,4.36
202308,NV,5.34
202309,NV,5.72
202310,NV,4.46
202311,NV,3.04
202312,NV,0.83
200101,NH,-0.71
200102,NH,-0.5
200103,NH,1.28
200104,NH,-1.19
200105,NH,-1.89
200106,NH,-1.37
200107,NH,-1.23
200108,NH,-2.4
200109,NH,-2.24
200110,NH,-2.93
200111,NH,-3.89
200112,NH,-4.11
200201,NH,-3.97
200202,NH,-3.38
200203,NH,-2.49
200204,NH,-1.59
200205,NH,-0.39
200206,NH,1.72
200207,NH,0.12
200208,NH,-1.73
200209,NH,-2.24
200210,NH,-2.24
200211,NH,-1.51
200212,NH,-1.42
200301,NH,-1.94
200302,NH,-1.85
200303,NH,-1.76
200304,NH,-1.76
200305,NH,-0.77
200306,NH,-1.59
200307,NH,-1.81
200308,NH,0.52
200309,NH,1.39
200310,NH,2.56
200311,NH,1.78
200312,NH,3.15
200401,NH,0.63
200402,NH,-1.35
200403,NH,-2.25
200404,NH,0.03
200405,NH,1.24
200406,NH,0.22
200407,NH,0.98
200408,NH,1.83
200409,NH,2.12
200410,NH,0.78
200411,NH,0.58
200412,NH,1.05
200501,NH,0.69
200502,NH,0.36
200503,NH,0.72
200504,NH,1.81
200505,NH,2.33
200506,NH,2.49
200507,NH,2.24
200508,NH,2.12
200509,NH,1.29
200510,NH,5.31
200511,NH,5.34
200512,NH,5
200601,NH,4.91
200602,NH,3.74
200603,NH,1.39
200604,NH,0.09
200605,NH,3.79
200606,NH,5.51
200607,NH,5.56
200608,NH,5.55
200609,NH,4.41
200610,NH,6.06
200611,NH,5.46
200612,NH,4.79
200701,NH,4.1
200702,NH,2.66
200703,NH,2.37
200704,NH,4.65
200705,NH,3.75
200706,NH,2.8
200707,NH,3.58
200708,NH,2.34
200709,NH,1.47
200710,NH,1.8
200711,NH,1.94
200712,NH,2.49
200801,NH,1.49
200802,NH,4.25
200803,NH,4.58
200804,NH,3.98
200805,NH,1.49
200806,NH,2.64
200807,NH,4.19
200808,NH,4.92
200809,NH,5.65
200810,NH,5.39
200811,NH,4.97
200812,NH,5.47
200901,NH,4.61
200902,NH,3.43
200903,NH,2.42
200904,NH,1.52
200905,NH,1.86
200906,NH,3.53
200907,NH,5.01
200908,NH,5.22
200909,NH,3.47
200910,NH,4.8
200911,NH,3.91
200912,NH,4.02
201001,NH,3.07
201002,NH,3.63
201003,NH,4.76
201004,NH,2.7
201005,NH,0.71
201006,NH,0.69
201007,NH,-0.24
201008,NH,-0.64
201009,NH,-1.71
201010,NH,1.01
201011,NH,0.47
201012,NH,0.75
201101,NH,0.09
201102,NH,0.42
201103,NH,1.08
201104,NH,2.17
201105,NH,2.52
201106,NH,2.48
201107,NH,0.81
201108,NH,3.76
201109,NH,4.32
201110,NH,4.99
201111,NH,3.49
201112,NH,3.47
201201,NH,2.93
201202,NH,0.59
201203,NH,-1.62
201204,NH,-2.15
201205,NH,-0.63
201206,NH,0.95
201207,NH,-0.08
201208,NH,0.56
201209,NH,1.1
201210,NH,1.77
201211,NH,-1.28
201212,NH,0.71
201301,NH,-0.54
201302,NH,-0.41
201303,NH,-0.87
201304,NH,-1.41
201305,NH,0.23
201306,NH,1.72
201307,NH,2.29
201308,NH,1.97
201309,NH,2.45
201310,NH,0.56
201311,NH,0.34
201312,NH,0.17
201401,NH,0.17
201402,NH,0.82
201403,NH,1.19
201404,NH,0.28
201405,NH,0.64
201406,NH,0.4
201407,NH,2.37
201408,NH,2.27
201409,NH,0.36
201410,NH,1.63
201411,NH,0.76
201412,NH,1.96
201501,NH,1.71
201502,NH,0.8
201503,NH,-1.03
201504,NH,-1.29
201505,NH,-2.15
201506,NH,1.15
201507,NH,1.03
201508,NH,0.72
201509,NH,1.15
201510,NH,1.39
201511,NH,-0.84
201512,NH,0.6
201601,NH,-0.68
201602,NH,0.91
201603,NH,0.67
201604,NH,-0.6
201605,NH,-1.15
201606,NH,-1.58
201607,NH,-1.82
201608,NH,-1.79
201609,NH,-2.56
201610,NH,-2.15
201611,NH,-2.68
201612,NH,-1.89
201701,NH,-2.05
201702,NH,-1.57
201703,NH,-1.63
201704,NH,-1.09
201705,NH,1.17
201706,NH,1.57
201707,NH,1.47
201708,NH,1.41
201709,NH,-0.02
201710,NH,2.02
201711,NH,-0.14
201712,NH,-0.45
201801,NH,0.22
201802,NH,0.63
201803,NH,-0.14
201804,NH,1.04
201805,NH,-1.02
201806,NH,-1.2
201807,NH,-0.45
201808,NH,0.84
201809,NH,1.06
201810,NH,1.55
201811,NH,2.96
201812,NH,2.41
201901,NH,3.15
201902,NH,2.74
201903,NH,0.73
201904,NH,2.51
201905,NH,2.59
201906,NH,2.92
201907,NH,2.11
201908,NH,2.04
201909,NH,0.52
201910,NH,1.85
201911,NH,1.5
201912,NH,2.16
202001,NH,1.32
202002,NH,1.56
202003,NH,0.71
202004,NH,1.79
202005,NH,0.46
202006,NH,-1.12
202007,NH,-1.04
202008,NH,-1.65
202009,NH,-2.54
202010,NH,-1.2
202011,NH,-2.18
202012,NH,-0.67
202101,NH,-1.56
202102,NH,-1.62
202103,NH,-2.28
202104,NH,-2.03
202105,NH,-2.24
202106,NH,-2.94
202107,NH,2.82
202108,NH,2.26
202109,NH,2.51
202110,NH,2.72
202111,NH,1.22
202112,NH,0.79
202201,NH,-0.41
202202,NH,0.95
202203,NH,0.43
202204,NH,0.75
202205,NH,-0.54
202206,NH,-0.93
202207,NH,-1.08
202208,NH,-1.37
202209,NH,0.37
202210,NH,0.47
202211,NH,-0.33
202212,NH,1.04
202301,NH,1.76
202302,NH,-0.15
202303,NH,-0.26
202304,NH,-0.76
202305,NH,-0.63
202306,NH,1.07
202307,NH,3.06
202308,NH,3.88
202309,NH,3.82
202310,NH,3.37
202311,NH,1.56
202312,NH,3.31
200101,NJ,-0.67
200102,NJ,-0.81
200103,NJ,0.81
200104,NJ,-0.8
200105,NJ,-1.04
200106,NJ,0.52
200107,NJ,0.25
200108,NJ,-0.61
200109,NJ,-0.86
200110,NJ,-1.85
200111,NJ,-2.94
200112,NJ,-3.62
200201,NJ,-4.17
200202,NJ,-4.99
200203,NJ,-4.43
200204,NJ,-4.19
200205,NJ,-3.42
200206,NJ,-2.01
200207,NJ,-3.38
200208,NJ,-3.59
200209,NJ,-3.4
200210,NJ,-0.6
200211,NJ,0.83
200212,NJ,1.7
200301,NJ,1
200302,NJ,1.97
200303,NJ,1.72
200304,NJ,0.77
200305,NJ,0.73
200306,NJ,3.07
200307,NJ,2.51
200308,NJ,2.35
200309,NJ,2.98
200310,NJ,3.62
200311,NJ,3.42
200312,NJ,3.87
200401,NJ,2.31
200402,NJ,1.52
200403,NJ,0.53
200404,NJ,1.33
200405,NJ,0.42
200406,NJ,-0.21
200407,NJ,1.57
200408,NJ,1.86
200409,NJ,2.72
200410,NJ,2.13
200411,NJ,2.43
200412,NJ,2.14
200501,NJ,2.34
200502,NJ,1.4
200503,NJ,1.43
200504,NJ,1.49
200505,NJ,0.53
200506,NJ,-0.07
200507,NJ,-0.22
200508,NJ,-1.39
200509,NJ,-2.4
200510,NJ,2.88
200511,NJ,2.66
200512,NJ,2.49
200601,NJ,2.79
200602,NJ,1.15
200603,NJ,-1.74
200604,NJ,-1.78
200605,NJ,-1.96
200606,NJ,1.61
200607,NJ,1.71
200608,NJ,1.05
200609,NJ,1.93
200610,NJ,3.14
200611,NJ,3.47
200612,NJ,1.77
200701,NJ,1.5
200702,NJ,0.3
200703,NJ,0.22
200704,NJ,3.1
200705,NJ,0.75
200706,NJ,0.49
200707,NJ,0.15
200708,NJ,-0.3
200709,NJ,-1.85
200710,NJ,-1
200711,NJ,-1.79
200712,NJ,-0.01
200801,NJ,-1.11
200802,NJ,1.02
200803,NJ,0.8
200804,NJ,-0.56
200805,NJ,0.28
200806,NJ,-0.61
200807,NJ,-0.85
200808,NJ,-1.54
200809,NJ,0.06
200810,NJ,-0.11
200811,NJ,0.09
200812,NJ,1.34
200901,NJ,0.7
200902,NJ,-1.23
200903,NJ,-1.85
200904,NJ,-1.33
200905,NJ,-0.87
200906,NJ,1.48
200907,NJ,1.71
200908,NJ,2.52
200909,NJ,2.51
200910,NJ,3.44
200911,NJ,1.86
200912,NJ,3.78
201001,NJ,2.76
201002,NJ,3.57
201003,NJ,4.74
201004,NJ,2.64
201005,NJ,1.46
201006,NJ,-0.49
201007,NJ,-1.63
201008,NJ,-2.84
201009,NJ,-3.07
201010,NJ,-1.82
201011,NJ,-2.73
201012,NJ,-2.53
201101,NJ,-2.22
201102,NJ,-1.88
201103,NJ,-0.32
201104,NJ,0.96
201105,NJ,0.47
201106,NJ,0.03
201107,NJ,-0.53
201108,NJ,3.36
201109,NJ,4.11
201110,NJ,4.22
201111,NJ,3.74
201112,NJ,3.56
201201,NJ,2.54
201202,NJ,0.23
201203,NJ,-2.25
201204,NJ,-2.48
201205,NJ,-2.35
201206,NJ,-1.56
201207,NJ,-2.08
201208,NJ,-2.03
201209,NJ,-1.54
201210,NJ,0.26
201211,NJ,-1.06
201212,NJ,0.53
201301,NJ,0.22
201302,NJ,0.21
201303,NJ,-0.41
201304,NJ,-1.24
201305,NJ,-1.23
201306,NJ,2.2
201307,NJ,2.22
201308,NJ,2.21
201309,NJ,0.98
201310,NJ,-0.59
201311,NJ,-1.2
201312,NJ,0.22
201401,NJ,0.08
201402,NJ,1.18
201403,NJ,1.21
201404,NJ,1.29
201405,NJ,1.32
201406,NJ,0.53
201407,NJ,1.07
201408,NJ,0.74
201409,NJ,-0.48
201410,NJ,-0.5
201411,NJ,-0.25
201412,NJ,0.53
201501,NJ,0.88
201502,NJ,0.45
201503,NJ,0.76
201504,NJ,-0.49
201505,NJ,-1.59
201506,NJ,1.54
201507,NJ,0.86
201508,NJ,-0.91
201509,NJ,-1.17
201510,NJ,-0.8
201511,NJ,-1.6
201512,NJ,-1.23
201601,NJ,-1.15
201602,NJ,0.15
201603,NJ,-1.69
201604,NJ,-2.12
201605,NJ,-1.23
201606,NJ,-2.05
201607,NJ,-0.33
201608,NJ,-2
