Date,state,PMDI
200412,CO,0.42
200501,CO,1.66
200502,CO,1.8
200503,CO,1.8
200504,CO,1.82
200505,CO,0.62
200506,CO,1.74
200507,CO,-0.08
200508,CO,0.21
200509,CO,-0.37
200510,CO,1.09
200511,CO,0.06
200512,CO,-0.35
200601,CO,-0.58
200602,CO,-1.18
200603,CO,-1.3
200604,CO,-2.16
200605,CO,-3.2
200606,CO,-4.17
200607,CO,-3.76
200608,CO,-2.67
200609,CO,-0.71
200610,CO,2.13
200611,CO,1.45
200612,CO,1.95
200701,CO,1.89
200702,CO,1.83
200703,CO,0.22
200704,CO,0.57
200705,CO,0.49
200706,CO,0.08
200707,CO,-0.24
200708,CO,0.1
200709,CO,0.4
200710,CO,-0.12
200711,CO,-1.08
200712,CO,1.04
200801,CO,1.42
200802,CO,1.8
200803,CO,1.58
200804,CO,0.86
200805,CO,0.21
200806,CO,-0.44
200807,CO,-1.06
200808,CO,0.89
200809,CO,0.55
200810,CO,0.43
200811,CO,-0.74
200812,CO,0.46
200901,CO,-0.31
200902,CO,-0.61
200903,CO,-1.17
200904,CO,0.23
200905,CO,-0.2
200906,CO,1.12
200907,CO,1.63
200908,CO,0.5
200909,CO,0.58
200910,CO,1.94
200911,CO,0.54
200912,CO,1
201001,CO,0.77
201002,CO,1.15
201003,CO,1.53
201004,CO,1.68
201005,CO,0.73
201006,CO,0.43
201007,CO,0.86
201008,CO,1.37
201009,CO,-0.7
201010,CO,-0.67
201011,CO,-0.73
201012,CO,0.38
201101,CO,-0.56
201102,CO,-0.52
201103,CO,-1.01
201104,CO,-0.22
201105,CO,0.8
201106,CO,0.45
201107,CO,0.85
201108,CO,0.38
201109,CO,-0.5
201110,CO,0.42
201111,CO,-0.32
201112,CO,-0.54
201201,CO,-0.95
201202,CO,-0.89
201203,CO,-2.31
201204,CO,-3.04
201205,CO,-4.15
201206,CO,-5.67
201207,CO,-6
201208,CO,-6.75
201209,CO,-6.46
201210,CO,-6.28
201211,CO,-6.73
201212,CO,-6.27
201301,CO,-6.23
201302,CO,-6.35
201303,CO,-6.68
201304,CO,-6.09
201305,CO,-6.03
201306,CO,-6.71
201307,CO,-6.4
201308,CO,-5.9
201309,CO,-1.58
201310,CO,-0.36
201311,CO,-0.09
201312,CO,-0.32
201401,CO,-0.03
201402,CO,0.29
201403,CO,-0.24
201404,CO,-0.65
201405,CO,-0.35
201406,CO,-0.62
201407,CO,0.31
201408,CO,1.26
201409,CO,1.64
201410,CO,0.69
201411,CO,0.74
201412,CO,1.05
201501,CO,0.13
201502,CO,0.5
201503,CO,-0.92
201504,CO,-0.97
201505,CO,2.56
201506,CO,2.71
201507,CO,3.1
201508,CO,2.7
201509,CO,0.87
201510,CO,1.02
201511,CO,1.77
201512,CO,2.24
201601,CO,2.13
201602,CO,1.78
201603,CO,0.82
201604,CO,1.92
201605,CO,1.93
201606,CO,1.47
201607,CO,0.36
201608,CO,0.41
201609,CO,-0.73
201610,CO,-1.54
201611,CO,-2.05
201612,CO,-1.28
201701,CO,0.9
201702,CO,0.47
201703,CO,-1.2
201704,CO,-0.76
201705,CO,0.73
201706,CO,-0.65
201707,CO,0.7
201708,CO,0.67
201709,CO,1.03
201710,CO,0.04
201711,CO,-1.24
201712,CO,-1.94
201801,CO,-2.4
201802,CO,-2.71
201803,CO,-3.67
201804,CO,-3.97
201805,CO,-4.63
201806,CO,-5.63
201807,CO,-5.97
201808,CO,-6.27
201809,CO,-6.65
201810,CO,-4.09
201811,CO,-3.67
201812,CO,-3.86
201901,CO,-3.08
201902,CO,-1.91
201903,CO,0.54
201904,CO,-0.01
201905,CO,1.91
201906,CO,2.31
201907,CO,2.15
201908,CO,0.87
201909,CO,-1.2
201910,CO,-0.83
201911,CO,-0.93
201912,CO,-0.6
202001,CO,-1.18
202002,CO,-1.25
202003,CO,-1.74
202004,CO,-2.39
202005,CO,-3.29
202006,CO,-3.92
202007,CO,-4.37
202008,CO,-5.54
202009,CO,-5.57
202010,CO,-5.59
202011,CO,-5.68
202012,CO,-5.57
202101,CO,-5.74
202102,CO,-5.77
202103,CO,-5.49
202104,CO,-5.63
202105,CO,-4.01
202106,CO,-4.75
202107,CO,-4.64
202108,CO,-4.94
202109,CO,-4.93
202110,CO,-4.65
202111,CO,-5.37
202112,CO,-4.43
202201,CO,-4.73
202202,CO,-4.79
202203,CO,-4.84
202204,CO,-5.31
202205,CO,-5.43
202206,CO,-5.6
202207,CO,-5.08
202208,CO,-4.95
202209,CO,-4.96
202210,CO,-4.67
202211,CO,-4.31
202212,CO,-3.27
202301,CO,-1.58
202302,CO,-1.01
202303,CO,0.43
202304,CO,0.29
202305,CO,1.18
202306,CO,2.5
202307,CO,2.6
202308,CO,2.52
202309,CO,1.52
202310,CO,0.78
202311,CO,-0.84
202312,CO,-1.23
200101,CT,-0.9
200102,CT,-1.09
200103,CT,1.27
200104,CT,-0.97
200105,CT,-0.94
200106,CT,0.83
200107,CT,-0.41
200108,CT,-0.58
200109,CT,-0.6
200110,CT,-1.38
200111,CT,-2.58
200112,CT,-3.22
200201,CT,-3.63
200202,CT,-3.98
200203,CT,-3.66
200204,CT,-3.57
200205,CT,-2.19
200206,CT,-0.86
200207,CT,-1.54
200208,CT,-1.87
200209,CT,-1.38
200210,CT,-0.63
200211,CT,0.56
200212,CT,1.02
200301,CT,-0.32
200302,CT,0.45
200303,CT,0.44
200304,CT,-0.22
200305,CT,0.33
200306,CT,1.54
200307,CT,0.73
200308,CT,1.11
200309,CT,2.21
200310,CT,2.98
200311,CT,1.81
200312,CT,2.43
200401,CT,0.77
200402,CT,-0.43
200403,CT,-1.35
200404,CT,0.97
200405,CT,0.59
200406,CT,-0.84
200407,CT,-0.55
200408,CT,0.61
200409,CT,1.84
200410,CT,0.89
200411,CT,0.53
200412,CT,0.75
200501,CT,1.44
200502,CT,0.4
200503,CT,0.39
200504,CT,1.15
200505,CT,0.05
200506,CT,-0.93
200507,CT,-1.08
200508,CT,-1.91
200509,CT,-2.45
200510,CT,3.62
200511,CT,3.37
200512,CT,3.14
200601,CT,3.51
200602,CT,2.4
200603,CT,-0.54
200604,CT,-0.29
200605,CT,1.62
200606,CT,3.83
200607,CT,2.79
200608,CT,3.17
200609,CT,2.25
200610,CT,3.45
200611,CT,3.57
200612,CT,1.68
200701,CT,1.19
200702,CT,-0.16
200703,CT,0.57
200704,CT,3.18
200705,CT,0.96
200706,CT,0.33
200707,CT,0.79
200708,CT,-0.76
200709,CT,-1.85
200710,CT,-2.05
200711,CT,-2.39
200712,CT,-1.46
200801,CT,-2.1
200802,CT,2.29
200803,CT,2.51
200804,CT,1.44
200805,CT,0.31
200806,CT,0.62
200807,CT,1.81
200808,CT,1.89
200809,CT,3.24
200810,CT,2.88
200811,CT,2.25
200812,CT,3.21
200901,CT,2.31
200902,CT,0.31
200903,CT,-1.2
200904,CT,-1.53
200905,CT,-1.47
200906,CT,1.19
200907,CT,3.02
200908,CT,2.7
200909,CT,1.24
200910,CT,2.58
200911,CT,0.99
200912,CT,1.93
201001,CT,1.08
201002,CT,2.05
201003,CT,3.59
201004,CT,0.75
201005,CT,-0.59
201006,CT,-1.3
201007,CT,-1.91
201008,CT,-2.12
201009,CT,-2.54
201010,CT,-1.48
201011,CT,-2
201012,CT,-1.21
201101,CT,-1.24
201102,CT,-0.37
201103,CT,0.15
201104,CT,0.85
201105,CT,0.9
201106,CT,1.6
201107,CT,-0.21
201108,CT,2.99
201109,CT,3.8
201110,CT,4.13
201111,CT,3.02
201112,CT,2.87
201201,CT,1.89
201202,CT,-0.56
201203,CT,-2.55
201204,CT,-2.82
201205,CT,-2.78
201206,CT,-2.05
201207,CT,-1.88
201208,CT,-1.92
201209,CT,-0.84
201210,CT,-0.19
201211,CT,-2.01
201212,CT,-1.27
201301,CT,-2.09
201302,CT,-1.35
201303,CT,-2.12
201304,CT,-2.88
201305,CT,-2.36
201306,CT,2.38
201307,CT,1.72
201308,CT,1.41
201309,CT,0.41
201310,CT,-1.28
201311,CT,-1.52
201312,CT,-1.43
201401,CT,-1.59
201402,CT,-1.08
201403,CT,-0.53
201404,CT,-0.17
201405,CT,0.35
201406,CT,-0.72
201407,CT,0.05
201408,CT,-0.56
201409,CT,-1.71
201410,CT,-1.32
201411,CT,-1.32
201412,CT,-0.44
201501,CT,-0.48
201502,CT,-1.41
201503,CT,-1.53
201504,CT,-1.89
201505,CT,-2.87
201506,CT,-0.79
201507,CT,-1.41
201508,CT,-2.57
201509,CT,-2.72
201510,CT,-2.74
201511,CT,-3.43
201512,CT,-3.45
201601,CT,-3.61
201602,CT,-1.48
201603,CT,-3.12
201604,CT,-3.27
201605,CT,-3.24
201606,CT,-3.66
201607,CT,-3.74
201608,CT,-3.85
201609,CT,-4.33
201610,CT,-4.12
201611,CT,-4.3
201612,CT,-4.08
201701,CT,-3.72
201702,CT,-3.87
201703,CT,-3.67
201704,CT,-3.28
201705,CT,-1.96
201706,CT,-1.92
201707,CT,-1.16
201708,CT,-1.83
201709,CT,-2.63
201710,CT,0.13
201711,CT,-1.45
201712,CT,-2.23
201801,CT,-1.82
201802,CT,0.38
201803,CT,-0.09
201804,CT,1.06
201805,CT,-0.68
201806,CT,-0.67
201807,CT,0.36
201808,CT,0.68
201809,CT,1.87
201810,CT,2.24
201811,CT,3.3
201812,CT,3.31
201901,CT,3.69
201902,CT,3.08
201903,CT,1.73
201904,CT,3.24
201905,CT,3.13
201906,CT,2.43
201907,CT,2.13
201908,CT,1.57
201909,CT,-0.23
201910,CT,1.59
201911,CT,0.67
201912,CT,2.14
202001,CT,0.53
202002,CT,0.3
202003,CT,-0.43
202004,CT,0.52
202005,CT,-0.52
202006,CT,-1.11
202007,CT,-1.6
202008,CT,-2.31
202009,CT,-2.81
202010,CT,-1.98
202011,CT,-2.03
202012,CT,-0.01
202101,CT,-1.03
202102,CT,-0.96
202103,CT,-1.97
202104,CT,-2.26
202105,CT,-0.97
202106,CT,-2.19
202107,CT,1.81
202108,CT,2.04
202109,CT,3.1
202110,CT,3.51
202111,CT,1.66
202112,CT,-0.03
202201,CT,-0.92
202202,CT,-0.13
202203,CT,-1.25
202204,CT,-0.86
202205,CT,-1.56
202206,CT,-1.56
202207,CT,-2.22
202208,CT,-2.92
202209,CT,-1.53
202210,CT,-0.85
202211,CT,-1.55
202212,CT,-0.56
202301,CT,0.89
202302,CT,-0.89
202303,CT,-1.09
202304,CT,-0.75
202305,CT,-1.11
202306,CT,-1.74
202307,CT,2.21
202308,CT,2.39
202309,CT,4.11
202310,CT,3.47
202311,CT,1.81
202312,CT,3.79
200101,DE,-0.54
200102,DE,-0.76
200103,DE,0.51
200104,DE,-0.83
200105,DE,-0.79
200106,DE,0.52
200107,DE,0.93
200108,DE,1.42
200109,DE,0.42
200110,DE,-1.01
200111,DE,-2.09
200112,DE,-2.78
200201,DE,-3.11
200202,DE,-3.94
200203,DE,-3.06
200204,DE,-2.66
200205,DE,-2.76
200206,DE,-2.9
200207,DE,-3.34
200208,DE,-3.8
200209,DE,-2.11
200210,DE,1.37
200211,DE,2.81
200212,DE,2.93
200301,DE,1.14
200302,DE,3.25
200303,DE,2.87
200304,DE,2.54
200305,DE,2.84
200306,DE,3.72
200307,DE,3.81
200308,DE,3.7
200309,DE,4.17
200310,DE,4.31
200311,DE,4.58
200312,DE,5.11
200401,DE,3.74
200402,DE,2.5
200403,DE,0.97
200404,DE,2.13
200405,DE,0.7
200406,DE,0.3
200407,DE,0.96
200408,DE,1.78
200409,DE,1.66
200410,DE,0.72
200411,DE,1.32
200412,DE,0.86
200501,DE,1.33
200502,DE,0.27
200503,DE,0.47
200504,DE,0.47
200505,DE,1.07
200506,DE,1.37
200507,DE,1.74
200508,DE,-0.09
200509,DE,-1.89
200510,DE,1.5
200511,DE,1.54
200512,DE,1.66
200601,DE,1.5
200602,DE,-0.46
200603,DE,-1.98
200604,DE,-2.25
200605,DE,-2.7
200606,DE,2.18
200607,DE,2.3
200608,DE,0.1
200609,DE,2.07
200610,DE,2.89
200611,DE,3.52
200612,DE,1.91
200701,DE,1.82
200702,DE,1.16
200703,DE,0.38
200704,DE,2.3
200705,DE,-0.17
200706,DE,-1.08
200707,DE,-1.87
200708,DE,-2.25
200709,DE,-3.09
200710,DE,-2.66
200711,DE,-3.32
200712,DE,-2.67
200801,DE,-3.18
200802,DE,-2.36
200803,DE,-2.78
200804,DE,-2.69
200805,DE,-0.88
200806,DE,-1.11
200807,DE,-0.9
200808,DE,-2.45
200809,DE,-2.11
200810,DE,-2.6
200811,DE,-1.86
200812,DE,-0.2
200901,DE,-0.84
200902,DE,-2.57
200903,DE,-2.88
200904,DE,-1.18
200905,DE,-0.19
200906,DE,1.61
200907,DE,0.5
200908,DE,1.95
200909,DE,2.48
200910,DE,3.77
200911,DE,3.94
200912,DE,5.23
201001,DE,4.25
201002,DE,4.47
201003,DE,4.75
201004,DE,2.37
201005,DE,0.48
201006,DE,-1.78
201007,DE,-2.62
201008,DE,-3
201009,DE,-3.03
201010,DE,-1.34
201011,DE,-2.21
201012,DE,-2.58
201101,DE,-2.35
201102,DE,-2.47
201103,DE,-2.12
201104,DE,-2.27
201105,DE,-2.69
201106,DE,-3.28
201107,DE,-3.68
201108,DE,-0.37
201109,DE,0.3
201110,DE,0.43
201111,DE,0.92
201112,DE,0.73
201201,DE,-0.3
201202,DE,-1.02
201203,DE,-3.01
201204,DE,-3.29
201205,DE,-3.65
201206,DE,-3.66
201207,DE,-4.11
201208,DE,-3.5
201209,DE,-3.36
201210,DE,0.37
201211,DE,-0.61
201212,DE,-0.06
201301,DE,-0.3
201302,DE,-0.46
201303,DE,-0.44
201304,DE,-0.34
201305,DE,-0.82
201306,DE,2.17
201307,DE,2.71
201308,DE,3.07
201309,DE,1.28
201310,DE,1.81
201311,DE,1.4
201312,DE,2.4
201401,DE,1.91
201402,DE,2.56
201403,DE,2.38
201404,DE,2.48
201405,DE,1.34
201406,DE,0.13
201407,DE,0.41
201408,DE,0.17
201409,DE,-0.2
201410,DE,-0.97
201411,DE,-0.81
201412,DE,-0.58
201501,DE,0.8
201502,DE,0.48
201503,DE,0.74
201504,DE,0.45
201505,DE,-1.21
201506,DE,1.75
201507,DE,1.05
201508,DE,-0.38
201509,DE,-0.99
201510,DE,-0.78
201511,DE,-1.03
201512,DE,-0.47
201601,DE,-0.99
201602,DE,0.11
201603,DE,-1.59
201604,DE,-1.75
201605,DE,0.29
201606,DE,0.48
201607,DE,0.91
201608,DE,-0.54
201609,DE,2.15
201610,DE,1.86
201611,DE,-0.13
201612,DE,-0.45
201701,DE,-0.91
201702,DE,-1.83
201703,DE,-1.16
201704,DE,-2
201705,DE,-0.28
201706,DE,-1.37
201707,DE,0.99
201708,DE,1.97
201709,DE,1.14
201710,DE,1.06
201711,DE,0.15
201712,DE,-1.08
201801,DE,-1.09
201802,DE,0.65
201803,DE,0.72
201804,DE,0.66
201805,DE,1.39
201806,DE,1.38
201807,DE,1.74
201808,DE,1.38
201809,DE,2.18
201810,DE,2.71
201811,DE,3.95
201812,DE,4.1
201901,DE,3.66
201902,DE,3.44
201903,DE,2.75
201904,DE,1.8
201905,DE,1.57
201906,DE,2.3
201907,DE,1.35
201908,DE,-0.05
201909,DE,-1.76
201910,DE,-1.64
201911,DE,-2.29
201912,DE,-2.12
202001,DE,-2.09
202002,DE,-1.91
202003,DE,-2.06
202004,DE,-1.26
202005,DE,-1.77
202006,DE,-2.08
202007,DE,-1.24
202008,DE,1.28
202009,DE,1.54
202010,DE,2.28
202011,DE,3.03
202012,DE,3.75
202101,DE,2.4
202102,DE,3.79
202103,DE,3.43
202104,DE,1.7
202105,DE,0.77
202106,DE,0.08
202107,DE,0.28
202108,DE,0.42
202109,DE,0.2
202110,DE,-0.3
202111,DE,-1.51
202112,DE,-2.59
202201,DE,-2.14
202202,DE,-2.59
202203,DE,-2.83
202204,DE,-2.14
202205,DE,-1.88
202206,DE,-1.73
202207,DE,-2.11
202208,DE,-2.83
202209,DE,-2.95
202210,DE,-1.86
202211,DE,-2.31
202212,DE,-1.12
202301,DE,-2.11
202302,DE,-2.62
202303,DE,-3.2
202304,DE,-1.58
202305,DE,-2.41
202306,DE,-1.41
202307,DE,-0.13
202308,DE,-1.13
202309,DE,0.31
202310,DE,-1
202311,DE,-1.59
202312,DE,1.43
200101,FL,-4.47
200102,FL,-5.22
200103,FL,-3.41
200104,FL,-4.48
200105,FL,-4.69
200106,FL,-3.7
200107,FL,-1.95
200108,FL,-1.69
200109,FL,1.59
200110,FL,1.08
200111,FL,0.26
200112,FL,-1.05
200201,FL,-0.91
200202,FL,-1
200203,FL,-1.48
200204,FL,-2.16
200205,FL,-2.9
200206,FL,-0.51
200207,FL,0.05
200208,FL,0.63
200209,FL,0.51
200210,FL,0.21
200211,FL,1.27
200212,FL,2.77
200301,FL,1.8
200302,FL,1.87
200303,FL,2.48
200304,FL,1.99
200305,FL,1.56
200306,FL,2.9
200307,FL,2.66
200308,FL,3.07
200309,FL,2.37
200310,FL,1.25
200311,FL,0.69
200312,FL,0.44
200401,FL,0.03
200402,FL,1.36
200403,FL,-0.85
200404,FL,-1.1
200405,FL,-1.95
200406,FL,-1.64
200407,FL,-1.97
200408,FL,0.21
200409,FL,2.66
200410,FL,1.26
200411,FL,0.81
200412,FL,0.51
200501,FL,-0.56
200502,FL,-1.09
200503,FL,0.68
200504,FL,1.45
200505,FL,1.43
200506,FL,2.75
200507,FL,2.25
200508,FL,1.86
200509,FL,-0.3
200510,FL,0.37
200511,FL,0.6
200512,FL,1.4
200601,FL,-0.08
200602,FL,0.62
200603,FL,-1.21
200604,FL,-1.96
200605,FL,-2.54
200606,FL,-3.01
200607,FL,-3.55
200608,FL,-3.89
200609,FL,-4.12
200610,FL,-4.56
200611,FL,-4.65
200612,FL,-4.7
200701,FL,-4.57
200702,FL,-4.45
200703,FL,-5.02
200704,FL,-4.92
200705,FL,-5.54
200706,FL,-5.52
200707,FL,-5.4
200708,FL,-6.22
200709,FL,-6.01
200710,FL,-4.93
200711,FL,-5.37
200712,FL,-5.53
200801,FL,-5.08
200802,FL,-4.32
200803,FL,-4.11
200804,FL,-3.37
200805,FL,-4.12
200806,FL,-3.99
200807,FL,-3.47
200808,FL,1.35
200809,FL,-1.03
200810,FL,-0.81
200811,FL,-1.21
200812,FL,-1.84
200901,FL,-2.26
200902,FL,-2.79
200903,FL,-2.9
200904,FL,-2.03
200905,FL,1.98
200906,FL,1.15
200907,FL,0.34
200908,FL,-0.47
200909,FL,-0.96
200910,FL,-1.56
200911,FL,-1.65
200912,FL,1
201001,FL,1.59
201002,FL,1.82
201003,FL,2.52
201004,FL,1.9
201005,FL,1.35
201006,FL,-0.57
201007,FL,-1.72
201008,FL,-1.62
201009,FL,-2.4
201010,FL,-3.48
201011,FL,-3.63
201012,FL,-4.05
201101,FL,-2.54
201102,FL,-3.37
201103,FL,-3.04
201104,FL,-3.32
201105,FL,-3.98
201106,FL,-4.65
201107,FL,-4.83
201108,FL,-5.14
201109,FL,-5.2
201110,FL,-3.27
201111,FL,-4.05
201112,FL,-4.55
201201,FL,-4.84
201202,FL,-4.96
201203,FL,-5.49
201204,FL,-5.41
201205,FL,-4.89
201206,FL,-0.72
201207,FL,-1.52
201208,FL,1.24
201209,FL,0.6
201210,FL,0.68
201211,FL,-0.3
201212,FL,-0.33
201301,FL,-1.69
201302,FL,-0.86
201303,FL,-1.3
201304,FL,-0.7
201305,FL,0.16
201306,FL,1.18
201307,FL,2.71
201308,FL,2.66
201309,FL,1.84
201310,FL,-0.24
201311,FL,-0.12
201312,FL,-0.86
201401,FL,0.15
201402,FL,0.04
201403,FL,0.81
201404,FL,1.99
201405,FL,2.08
201406,FL,1.26
201407,FL,0.8
201408,FL,-1.05
201409,FL,0.67
201410,FL,-0.38
201411,FL,1.09
201412,FL,1.09
201501,FL,0.91
201502,FL,1.01
201503,FL,-0.84
201504,FL,-0.74
201505,FL,-1.43
201506,FL,-1.86
201507,FL,-1.95
201508,FL,-1.32
201509,FL,-1.27
201510,FL,-2.11
201511,FL,-1.74
201512,FL,-1.94
201601,FL,1.18
201602,FL,1.09
201603,FL,-0.19
201604,FL,-0.47
201605,FL,-0.22
201606,FL,-0.19
201607,FL,-1.21
201608,FL,-0.87
201609,FL,-0.33
201610,FL,-1.17
201611,FL,-2.04
201612,FL,-2.36
201701,FL,-1.91
201702,FL,-2.57
201703,FL,-3.24
201704,FL,-3.47
201705,FL,-3.49
201706,FL,0.31
201707,FL,0.59
201708,FL,1.76
201709,FL,2.38
201710,FL,2.6
201711,FL,1.57
201712,FL,0.38
201801,FL,0.55
201802,FL,-1.14
201803,FL,-1.5
201804,FL,-0.75
201805,FL,2.12
201806,FL,1.76
201807,FL,2.07
201808,FL,2.1
201809,FL,0.11
201810,FL,-1.48
201811,FL,-1.17
201812,FL,1.59
201901,FL,1.85
201902,FL,-0.3
201903,FL,-1.38
201904,FL,-1.36
201905,FL,-1.71
201906,FL,-1.3
201907,FL,-1.48
201908,FL,-0.08
201909,FL,-2.54
201910,FL,-2.33
201911,FL,-2.54
201912,FL,-1.64
202001,FL,-2.42
202002,FL,-2.28
202003,FL,-3.44
202004,FL,-2.92
202005,FL,-1.93
202006,FL,-1.65
202007,FL,-1.27
202008,FL,-0.56
202009,FL,1.28
202010,FL,0.93
202011,FL,1.36
202012,FL,1.33
202101,FL,0.1
202102,FL,0.42
202103,FL,-0.98
202104,FL,0.47
202105,FL,-1.25
202106,FL,-0.12
202107,FL,0.74
202108,FL,1.32
202109,FL,1.33
202110,FL,1.01
202111,FL,1.42
202112,FL,-0.26
202201,FL,-0.67
202202,FL,-1.45
202203,FL,-0.59
202204,FL,-0.62
202205,FL,-0.2
202206,FL,-0.4
202207,FL,-0.55
202208,FL,-0.71
202209,FL,0.96
202210,FL,-0.73
202211,FL,-0.42
202212,FL,-0.7
202301,FL,-1.13
202302,FL,-1.85
202303,FL,-2.45
202304,FL,-1.56
202305,FL,-1.19
202306,FL,0.38
202307,FL,-0.05
202308,FL,-1.04
202309,FL,-1.41
202310,FL,-1.84
202311,FL,-0.58
202312,FL,1.47
200101,GA,-2.32
200102,GA,-3.52
200103,GA,-0.44
200104,GA,-1.89
200105,GA,-2.53
200106,GA,0.15
200107,GA,0.42
200108,GA,-0.68
200109,GA,-0.28
200110,GA,-1.22
200111,GA,-2.39
200112,GA,-3.21
200201,GA,-3.22
200202,GA,-3.62
200203,GA,-3
200204,GA,-3.68
200205,GA,-3.58
200206,GA,-3.59
200207,GA,-3.85
200208,GA,-4.1
200209,GA,-2.5
200210,GA,-1.16
200211,GA,0.82
200212,GA,1.97
200301,GA,0.42
200302,GA,1.03
200303,GA,1.69
200304,GA,1.78
200305,GA,2.47
200306,GA,3.45
200307,GA,4.07
200308,GA,4.27
200309,GA,3.81
200310,GA,3.74
200311,GA,3.2
200312,GA,2.14
200401,GA,0.91
200402,GA,1.49
200403,GA,-1.66
200404,GA,-2.29
200405,GA,-2.61
200406,GA,-0.27
200407,GA,-1.03
200408,GA,-0.71
200409,GA,3.38
200410,GA,2.68
200411,GA,3.26
200412,GA,2.47
200501,GA,0.51
200502,GA,0.13
200503,GA,1.25
200504,GA,1.87
200505,GA,1.32
200506,GA,2.93
200507,GA,3.66
200508,GA,3.91
200509,GA,1.56
200510,GA,1.57
200511,GA,1.13
200512,GA,1.13
200601,GA,0.56
200602,GA,0.41
200603,GA,-1.58
200604,GA,-2.11
200605,GA,-2.32
200606,GA,-2.45
200607,GA,-3.31
200608,GA,-3.62
200609,GA,-3.55
200610,GA,-3.09
200611,GA,-2.84
200612,GA,-2.98
200701,GA,-2.75
200702,GA,-3
200703,GA,-3.76
200704,GA,-4
200705,GA,-4.76
200706,GA,-4.51
200707,GA,-4.26
200708,GA,-4.6
200709,GA,-4.67
200710,GA,-4.5
200711,GA,-4.75
200712,GA,-4.03
200801,GA,-4.03
200802,GA,-2.76
200803,GA,-3.35
200804,GA,-3.25
200805,GA,-3.31
200806,GA,-3.79
200807,GA,-3.86
200808,GA,-1.68
200809,GA,-3.35
200810,GA,-1.67
200811,GA,-0.55
200812,GA,-0.08
200901,GA,-1.01
200902,GA,-2.21
200903,GA,-0.99
200904,GA,1.33
200905,GA,2.12
200906,GA,0.38
200907,GA,-1.22
200908,GA,-0.52
200909,GA,0.82
200910,GA,1.91
200911,GA,2.28
200912,GA,3.81
201001,GA,4.13
201002,GA,3.31
201003,GA,2.17
201004,GA,0.54
201005,GA,0.98
201006,GA,0.39
201007,GA,-1.41
201008,GA,-1.65
201009,GA,-1.96
201010,GA,-2.36
201011,GA,-2.57
201012,GA,-2.94
201101,GA,-3.01
201102,GA,-3.01
201103,GA,-2.27
201104,GA,-2.78
201105,GA,-3.5
201106,GA,-3.92
201107,GA,-4.29
201108,GA,-5.27
201109,GA,-4.91
201110,GA,-4.52
201111,GA,-4.29
201112,GA,-4.35
201201,GA,-4.49
201202,GA,-4.67
201203,GA,-4.84
201204,GA,-5.26
201205,GA,-4.91
201206,GA,-3.96
201207,GA,-4.39
201208,GA,-2.84
201209,GA,-3.13
201210,GA,-3.43
201211,GA,-3.77
201212,GA,-3.37
201301,GA,-3.53
201302,GA,0.84
201303,GA,0.49
201304,GA,1.32
201305,GA,1.53
201306,GA,2.72
201307,GA,4.14
201308,GA,5.09
201309,GA,4.03
201310,GA,2.47
201311,GA,2.44
201312,GA,3.58
201401,GA,2.77
201402,GA,2.07
201403,GA,1.46
201404,GA,3.08
201405,GA,2.72
201406,GA,1.84
201407,GA,0.42
201408,GA,-1.19
201409,GA,-0.72
201410,GA,-0.91
201411,GA,0.21
201412,GA,0.76
201501,GA,0.32
201502,GA,0.47
201503,GA,-0.83
201504,GA,0.55
201505,GA,-0.86
201506,GA,-1.04
201507,GA,-1.53
201508,GA,-0.91
201509,GA,-0.99
201510,GA,-0.61
201511,GA,1.04
201512,GA,2.16
201601,GA,1.64
201602,GA,1.65
201603,GA,-0.6
201604,GA,-0.58
201605,GA,-1.03
201606,GA,-1.22
201607,GA,-2.38
201608,GA,-2.94
201609,GA,-3.19
201610,GA,-3.68
201611,GA,-4.31
201612,GA,-3.57
201701,GA,-1.14
201702,GA,-3.06
201703,GA,-3.91
201704,GA,-3.81
201705,GA,-1.99
201706,GA,0.23
201707,GA,0.12
201708,GA,0.27
201709,GA,1.36
201710,GA,1.68
201711,GA,-0.12
201712,GA,-0.87
201801,GA,-1.17
201802,GA,-1.42
201803,GA,-1.73
201804,GA,-1.05
201805,GA,1.03
201806,GA,1.16
201807,GA,1.34
201808,GA,1.62
201809,GA,0.08
201810,GA,0.47
201811,GA,2.19
201812,GA,3.82
201901,GA,3.63
201902,GA,1.84
201903,GA,0.04
201904,GA,-0.28
201905,GA,-1.93
201906,GA,-0.74
201907,GA,-1.94
201908,GA,-2.17
201909,GA,-3.47
201910,GA,-1.86
201911,GA,-1.27
201912,GA,0.48
202001,GA,0.8
202002,GA,2.56
202003,GA,1.65
202004,GA,3.02
202005,GA,2.35
202006,GA,1.74
202007,GA,-0.13
202008,GA,0.84
202009,GA,2.39
202010,GA,2.42
202011,GA,2
202012,GA,1.36
202101,GA,1.38
202102,GA,1.91
202103,GA,1.02
202104,GA,0.63
202105,GA,-0.18
202106,GA,1.42
202107,GA,2.14
202108,GA,2.83
202109,GA,3.51
202110,GA,3.96
202111,GA,2.75
202112,GA,2.26
202201,GA,1.8
202202,GA,0.58
202203,GA,-0.16
202204,GA,-0.42
202205,GA,-0.99
202206,GA,-1.76
202207,GA,-1.7
202208,GA,-1.19
202209,GA,-1.66
202210,GA,-1.87
202211,GA,-1.24
202212,GA,-1.74
202301,GA,0.36
202302,GA,-0.98
202303,GA,-1.5
202304,GA,-0.49
202305,GA,-0.56
